"AREA","Community Tubes"
"AREA","Brinsworth and Catcliffe"
"TUBE","Hatfield House Lane, Lane Top",436352,391846,-,-,-,-,-,-,-,-,-,-,-,37,37,33
"TUBE","Barnsley Road, Fir Vale",436492,390149,55,49,55,57,49,47,58,53,45,49,61,54,58,53
"TUBE","Upwell Street",437683,390091,47,45,50,52,48,40,45,45,36,39,46,44,43,42
"TUBE","Burngreave Road - Minna Road",435657,389110,49,41,46,48,42,36,38,38,36,33,39,36,37,33
"TUBE","Loxley New Road",432647,389427,52,45,50,52,47,40,45,46,35,36,45,40,38,38
"TUBE","Loxley Nnew Road - duplicate",432647,389427,47,44,49,51,48,41,43,44,35,35,44,39,37,36
"TUBE","Bowden Wood Close",439051,386743,42,48,53,56,42,36,43,36,37,32,40,40,38,34
"TUBE","Parkway Broad Lane",436140,387527,44,46,51,53,52,43,41,44,40,41,52,47,45,42
"TUBE","Parkway Broad Lane duplicate",436140,387527,52,45,49,51,52,42,48,42,40,42,50,47,47,42
"TUBE","Exchange Street",435899,387666,45,41,45,47,48,41,42,36,38,33,42,40,41,37
"TUBE","Duke Street",436104,387458,48,49,55,57,56,48,47,45,43,40,53,47,52,47
"TUBE","Waingate",435739,387653,61,49,54,56,55,51,62,59,53,52,70,60,54,49
"TUBE","Fitzalan Square",435718,387470,60,56,62,64,62,54,59,60,51,55,67,60,61,50
"TUBE","Barkers Pool",435238,387181,36,31,35,36,35,29,33,29,33,28,36,32,30,29
"TUBE","Scotland Street",434919,387768,32,28,31,32,30,23,27,26,26,25,moved,-,-,-
"TUBE","Granville Rd",436360,386477,-,-,-,-,-,-,-,-,-,-,42,35,35,35
"TUBE","Eldon St",434885,386963,34,28,31,32,27,24,moved,-,-,-,-,-,-,-
"TUBE","Fielding Road",433325,390850,-,-,-,-,-,-,46,43,42,39,51,48,46,44
"TUBE","Broomspring Close",434503,386893,32,27,30,31,27,23,26,25,23,22,28,27,24,26
"TUBE","University Roundabout",434434,387393,45,51,56,58,52,48,53,47,50,49,65,61,64,50
"TUBE","Netherthorpe School",434638,387828,42,34,38,40,39,36,46,42,37,35,47,44,42,38
"TUBE","Upper Hanover Street",434405,386966,46,44,48,50,45,39,45,47,38,41,48,45,43,44
"TUBE","Shoreham Street",435554,386638,57,47,52,54,52,46,50,49,43,43,58,53,55,52
"TUBE","St Mary’s Road",435494,386389,41,36,40,41,39,29,36,37,31,29,41,41,38,38
"TUBE","Chesterfield Road/Woodseats",434814,383335,49,45,49,51,45,38,44,46,38,40,52,48,45,44
"TUBE","Queens Road/Edmund Road",435499,385690,48,42,47,49,41,35,44,41,36,37,49,41,41,41
"TUBE","Abbeydale Rd/Carter Knowle",434324,384315,47,44,48,50,43,40,42,42,39,39,51,47,44,44
"TUBE","Ecclesall Road",434312,386287,54,49,54,57,41,37,50,50,43,43,54,47,47,43
"TUBE","AUN",435135,386891,41,34,38,39,34,31,34,33,30,moved,-,-,-,-
"TUBE","AUN",435135,386891,40,33,37,38,34,31,34,33,29,moved,-,-,-,-
"TUBE","AUN",435135,386891,44,31,34,36,34,31,32,31,31,moved,-,-,-,-
"TUBE","Arundel Gate Interchange",435601,387255,-,-,-,-,-,-,-,-,-,-,77,77,81,74
"TUBE","Pond Street Interchange",435701,387258,-,-,-,-,-,-,-,-,-,-,63,59,60,49
"TUBE","Meadowhall Interchange",439113,391196,-,-,-,-,-,-,-,-,-,-,46,49,45,42
"TUBE","ACE",435959,388004,30,31,34,36,33,29,32,30,30,28,37,34,33,33
"TUBE","ACE",435959,388004,36,32,36,37,33,29,32,31,30,28,38,33,32,32
